Rep,Last Activity Date,DS Last Activity Date,CED,CUSTOMER,Future $,DS Future $,Comments,DS Comments,COMPANY_NAME,CONTACT_NAME,ADDRESS,SUITE_NUMBER,CITY,POSTAL,PHONE,ACCOUNT,WEEKLY, SELECTED SIC ,DISTRICT CODE,FRENCH_PREFERRED_CORRESPONDENCE,POPULATION CODE,SIC DISCRIPTION,,A,2
,,,,,,,,,A D RUTHERFORD INTL,"NICOL, ELAINE",329A 9TH ST,,BRANDON,R7A 4A8,2047270707,,,473113,,,,CUSTOMS BROKERS,NICOL,KEN,RELIGIOUS DIR
,,,,,,,,,A D RUTHERFORD INTL INC,"UNRUH, ROYAL",1355 MOUNTAIN AVE,301,WINNIPEG,R2X 3B6,2046337207,,,473104,,,,FREIGHT-FORWARDING,UNRUH,EVA,OWNER
,,,,,,,,,A D STANISH PLASTERING LTD,"STANISH, ALLAN",3127 HENDERSON HWY,,EAST ST PAUL,R2E 0H5,2042373185,,,177104,,,,STUCCO CONTRACTORS,STANISH,PAUL,SITE MANAGER
,,,,,,,,,A DALY LOCKSMITH CO,"DALY, THOMAS",1319 LOGAN AVE,,WINNIPEG,R3E 1R5,2047838579,,,769958,,,,KEYS,DALY,SHANDA,OWNER
,,,,,,,,,A DENBOW ELECTRIC & HEATING,"FISCHER, MEL",115 EVENSON ST,,PLUMAS,R0J 1P0,2043862648,,,171102,,,,HEATING CONTRACTORS,FISCHER,LUIGI,
,,,,,,,,,A DIAMOND GALLERY,"MALBRANCK, ANITA",1735 CORYDON AVE,,WINNIPEG,R3N 0K4,2044889813,,,391101,,,,JEWELRY-MANUFACTURERS,MALBRANCK,DAVID I,OWNER
,,,,,,,,,A DOG'S REFLECTION INC,,1788 ST MATTHEWS AVE,,WINNIPEG,R3H 0A5,2047773647,,,75206,,,,DOG TRAINING,,,
,,,,,,,,,A DOLHY ERGONOMICS,"DOLHY, ANDREW",2 STRONSAY PL,,WINNIPEG,R2G 2Y3,2042999132,,,873131,,,,ERGONOMICS,DOLHY,JASON,MANAGER
,,,,,,,,,A DRAIN DOCTOR LTD,"BURROWS, SHAUN",35 WILLIS WYATT PL,,WINNIPEG,R3W 1C9,2042563367,,,162307,,,,SEWER CONTRACTORS,BURROWS,LAWRENCE,OWNER
,,,,,,,,,A DREAM COME TRUE,,348 HARGRAVE ST,,WINNIPEG,R3B 2J9,2049421702,,,729903,,,,ESCORT SERVICE-PERSONAL,,,
,,,,,,,,,A E DESIGN ONE,"ROTHENBERGER, DEBIE",951 MCLEOD AVE,,WINNIPEG,R2G 0Y4,2046630776,,,502317,,,,PICTURE FRAMES-WHOLESALE,ROTHENBERGER,JOE,MANAGER
,,,,,,,,,A EASY ACCESS SELF STORAGE,"MC DOWELL, GRANT",330 ELGIN AVE,,WINNIPEG,R3A 0K6,2049472211,,,422503,,,,STORAGE-HOUSEHOLD & COMMERCIAL,MC DOWELL,LARRY,OWNER
,,,,,,,,,A EXECUTIVE LIMOUSINE SVC,"CHEMMA, HERINDERPAL",123 VANDERBILT DR,,WINNIPEG,R2Y 1M9,2049814333,,,411903,,,,LIMOUSINE SERVICE,CHEMMA,MARY,OWNER
,,,,,,,,,A EXECUTIVE LIMOUSINE SVC,"CHEEMA, HARRY",103 CHARLOTTETOWN RD,,WINNIPEG,R3Y 0E3,2049814333,,,411903,,,,LIMOUSINE SERVICE,CHEEMA,CAROL,RELIGIOUS DIR
,,,,,,,,,A F ESHMADE & ASSOC LTD,"ESHMADE, ANTHONY F PE",83 GARRY ST,2701,WINNIPEG,R3C 4J9,2049420039,,,154213,,,,BUILDING CONTRACTORS,ESHMADE,DONOVAN,OWNER
,,,,,,,,,A F R SPECIALIZED STAFFING INC,,2211 MCPHILLIPS ST,202,WINNIPEG,R2V 3M5,2046912711,,,736103,,,,EMPLOYMENT AGENCIES & OPPORTUNITIES,,,
,,,,,,,,,A FLOWER AFFAIR,,84 HESPELER AVE,,WINNIPEG,R2L 0L3,2047720355,,,599206,,,,WEDDING FLOWERS,,,
,,,,,,,,,A H COMPUTER SYSTEM,"HALLONQUIST, ANDREW",27 FAIRWAY DR,,MORDEN,R6M 0B2,2048789454,,,737905,,,,COMPUTER CONSULTANTS,HALLONQUIST,CHERYL,OWNER
,,,,,,,,,A H GLASS SVC LTD,"FRIESEN, BRENT",435 MAIN ST,,STEINBACH,R5G 1Z6,2043266846,,,521107,,,,WINDOWS,FRIESEN,EUGENE,MANAGER
,,,,,,,,,A HAIR AFFAIR WITH ADDY,"SWITZER, ADDY",762 13TH ST,,BRANDON,R7A 4R7,2047288733,,,723106,,,,BEAUTY SALONS,SWITZER,JAN,MANAGER
,,,,,,,,,A HOPE CONSTRUCTION,"HOPE, ALAN",854 MARION ST,1,WINNIPEG,R2J 0K4,2046542944,,,176103,,,,GUTTERS & DOWNSPOUTS,HOPE,ANDY,CEO
,,,,,,,,,A I S,"ELDER, SHAWNE",1950 49TH ST E,,BRANDON,R7A 7R2,2047288002,,,179911,,,,SANDBLASTING,ELDER,MARK,OWNER
,,,,,,,,,A INTERNATIONAL DRIVING SCHOOL,"CHANA, R",314 ROYAL MINT DR,,WINNIPEG,R2J 3Z5,2047950007,,,829902,,,,DRIVING INSTRUCTION,CHANA,JOHN,EXEC DIRECTOR
,,,,,,,,,A J DICKSON TAX SVC,"DICKSON, A J",158 BOYNE AVE W,4,MORRIS,R0G 1K0,2047462831,,,729101,,,,TAX RETURN PREPARATION & FILING,DICKSON,KIIL,OWNER
,,,,,,,,,A J FIOLA INSURANCE,"CHAPUT, ROBERT",161 CENTRALE AVE,,STE ANNE,R5H 1C3,2044225985,,,641112,,,,INSURANCE,CHAPUT,JIYUNG,MANAGER
,,,,,,,,,A J PHILLIPS & ASSOC,"PHILLIPS, A J",27 DUFORT PL,,WINNIPEG,R3V 1V2,2042693417,,,874214,,,,MARKETING CONSULTANTS,PHILLIPS,CALVIN,OWNER
,,,,,,,,,A J ROOFING,,32 WEAVER BAY,,WINNIPEG,R2M 2G6,2049526654,,,176109,,,,ROOFING CONTRACTORS,,,
,,,,,,,,,A J TOWING,"GADDA, PAUL",1056 MCLEOD AVE,,WINNIPEG,R2G 3G4,2049971080,,,754901,,,,WRECKER SERVICE,GADDA,WENDY,OWNER
,,,,,,,,,A KAVANAGH JEWELERS,"MOONEY, TONY",167 LOMBARD AVE,B4,WINNIPEG,R3B 0T6,2049438153,,,594409,,,,JEWELERS-RETAIL,MOONEY,GARRETT,MANAGER
,,,,,,,,,A KAYE'S DRIVING SCHOOL,"KAYE, ANNETTE",954 AIRLIES ST,,WINNIPEG,R2V 2Z9,2043398600,,,829902,,,,DRIVING INSTRUCTION,KAYE,JANET,OWNER
,,,,,,,,,A L MC COUBREY & ASSOC,"MC COUBREY, ARTHUR L",39 VALENCE AVE,,WINNIPEG,R3T 3W6,2042619000,,,653116,,,,REAL ESTATE APPRAISERS,MC COUBREY,DOROTHY,CEO
,,,,,,,,,A L SCHELLENBERG LTD,"SCHELLENBERG, A LEON CA",474 PANET RD,,WINNIPEG,R2C 3B9,2046695143,,,,,,,ACCOUNTANTS,SCHELLENBERG,LYNNE,OWNER
,,,,YES,,,,,A L'EPI de BLE FRENCH BAKERY,,1757 MAIN STREET,"WINNIPEG, MB R2V 1Z8",WINNIPEG,R2V 1Z8,(204)334-2526,,,,,,,,,,
,,,,,,,,,A LITTLE PIZZA HEAVEN,,625 PORTAGE AVE,B,WINNIPEG,R3B 2G4,2047775355,,,581208,,,,RESTAURANTS,,,
,,,,,,,,,A LITTLE PIZZA HEAVEN,"STEPHENSON, MATT",120 OSBORNE ST,2,WINNIPEG,R3L 1Y5,2047775255,,,581206,,,,FOODS-CARRY OUT,STEPHENSON,STAN,OWNER
,,,,,,,,,A LITTLE VIET NAM,,2305 MCPHILLIPS ST,316,WINNIPEG,R2V 3E1,2043344101,,,581208,,,,RESTAURANTS,,,
,,,,,,,,,A LITZ CONSTRUCTION LTD,"LITZ, AL",1087 THOMAS AVE,,WINNIPEG,R2L 2C1,2046687061,,,152103,,,,GENERAL CONTRACTORS,LITZ,KEN,OWNER
,,,,,,,,,A M GRAPHICS LTD,"MEHMEL, AL",42 DEER LODGE PL,,WINNIPEG,R3J 2B8,2043347463,,,399302,,,,SIGNS (MFRS),MEHMEL,CONNIE,SITE MANAGER
,,,,,,,,,A M LUMBER BROKERAGE,"MITCHELL, AL",140 OAKLAND RD,B,OAK BLUFF,R0G 1N0,2048858150,,,521142,,,,LUMBER-RETAIL,MITCHELL,CHARLES,RELIGIOUS DIR
,,,,,,,,,A M ORTHOPEDIC SHOE REPAIR,,393 PORTAGE AVE,215,WINNIPEG,R3B 3H6,2044156292,,,725102,,,,SHOE & BOOT REPAIRING,,,
,,,,no,,,,,A MAZE IN CORN,ANGIE MASSE,1351 200 PR,,ST ADOLPHE,R5A 1A2,2048832048,,,701101,2,,1,HOTELS & MOTELS,,B,2
,,,,,,,,,A MOBILE AD-ALL AROUND SIGN CO,"PRUDHOMME, JERRY",477 CENTURY ST,,WINNIPEG,R3J 1J9,2049420220,,,399302,,,,SIGNS (MFRS),PRUDHOMME,STELLA,MANAGER
,,,,,,,,,A MONTY'S TOWING,"GRANDMONT, GARY",527 RIVERTON AVE,,WINNIPEG,R2L 0N8,2042299832,,,754901,,,,WRECKER SERVICE,GRANDMONT,ROB,MANAGER
,,,,,,,,,A N & AF VETERANS NO 1 CAFE,"DEANE, IRENE",1395 ELLICE AVE,300,WINNIPEG,R3G 0G3,2047860872,,,581208,,,,RESTAURANTS,DEANE,ALVIN,OWNER
,,,,,,,,,A N D & ASSOC LTD,"OSATO, ROBERT",929 ST MARY'S RD,,WINNIPEG,R2M 3R6,2042534900,,,729101,,,,TAX RETURN PREPARATION & FILING,OSATO,JOAN,SITE MANAGER
,,,,,,,,,A NATURAL WELLNESS CHIRO CTR,"STITT, ROBERT DC",912 PORTAGE AVE,104,WINNIPEG,R3G 0P5,2047831880,,,804101,,,,CHIROPRACTORS DC,STITT,PETER,MANAGER
,,,,,,,,,A OK TRUK TAX-R PRESSMAN,"PRESSMAN, ROBERT",63 MARQUIS CRES,,WINNIPEG,R2P 0J7,2046331173,,,729101,,,,TAX RETURN PREPARATION & FILING,PRESSMAN,RICHARD,OWNER
,,,,,,,,,A ONE LOCKSMITHING SVC,"BIEDRON, GEORGE",PO BOX 3583 STN B,,WINNIPEG,R2W 3R4,2044793888,,,769962,,,,LOCKS & LOCKSMITHS,BIEDRON,BRIAN,SITE MANAGER
,,,,,,,,,A P GARDEN,,271 PROVENCHER BLVD,,WINNIPEG,R2H 0G6,2042379998,,,581208,,,,RESTAURANTS,,,
,,,,,,,,,A P GIESBRECHT TRUCKING INC,"GIESBRECHT, ABE",30 ROAD 6N,,ALTONA,R0G 0B0,2043249000,,,421304,,,,TRUCKING,GIESBRECHT,RICHARD,RELIGIOUS DIR
,,,,,,,,,A PAGE INC,"BOILY, GERALD",200 PROVENCHER BLVD,,WINNIPEG,R2H 0G3,2042337223,,,594201,,,,BOOK DEALERS-RETAIL,BOILY,PAT,OWNER
,,,,,,,,,A PALADIN CONSTRUCTION,"BRENTNALL, LEONDARD",34 BRIGANTINE BAY,,WINNIPEG,R3P 1P9,2044796484,,,179403,,,,EXCAVATING CONTRACTORS,BRENTNALL,MARK,OWNER
,,,,,,,,,A PAPERWORK PRO,"FINKEL, SANDRA",453 PEMBINA HWY,,WINNIPEG,R3M 2K9,2044890826,,,275202,,,,PRINTERS (MFRS),FINKEL,ROB,OWNER
,,,,,,,,,A PAWSITIVE IMAGE PET PHTGRPHY,,624 INGERSOLL ST,,WINNIPEG,R3G 2J4,2046324742,,,722101,,,,PHOTOGRAPHERS-PORTRAIT,,,
,,,,,,,,,A PERFECT POLISH NAIL STUDIO,"TRAN, SANDRA",1014 ST MARY'S RD,4,WINNIPEG,R2M 3S6,2044157724,,,723102,,,,MANICURING,TRAN,BOB,MANAGER
,,,,YES,,,,,A PET LOVERS WAREHOUSE LTD,"LAMONT, ROBERT",2030 PARK AVE,,BRANDON,R7B 0R9,2047251172,382,,75211,,,,PET BOARDING SITTING & KENNELS,LAMONT,ALAN,PRESIDENT
,,,,,,,,,A PLUS COMPUTERS & SVC,"HOUGHTON, JASON",3050 PORTAGE AVE,K,WINNIPEG,R3K 0Y1,2048378378,,,737801,,,,COMPUTERS-SERVICE & REPAIR,HOUGHTON,GRANT,SITE MANAGER
,,,,,,,,,A PLUS FILTRATION,,1075 THOMAS AVE,H,WINNIPEG,R2L 2C1,2046618080,,,553102,,,,FILTERS-AIR & GAS,,,
,,,,,,,,,A PLUS FILTRATION PRODUCTS,"REMPEL, JOHN",723 NAIRN AVE,,WINNIPEG,R2L 0X6,2046618080,,,553102,,,,FILTERS-AIR & GAS,REMPEL,NICOLE,OWNER
,,,,,,,,,A PLUS RESTAURANT EQUIP-SUPLS,"SALAAM, NAZ",334 MCDERMOT AVE,,WINNIPEG,R3A 0A5,2047837587,,,504604,,,,RESTAURANT EQUIPMENT & SUPPLIES (WHLS),SALAAM,DAWN,OWNER
,,,,,,,,,A PLUS WATER HEATERS,"SARANCHUK, TERRY",816 ADDIS AVE,,WEST ST PAUL,R2V 4S3,2046320810,,,171102,,,,HEATING CONTRACTORS,SARANCHUK,DOUG,GENERAL MGR
,,,,,,,,,A PORT IN THE STORM INC,"ANSTETT, ROJEAN",601 AULNEAU ST,10,WINNIPEG,R2H 2V5,2042310720,,,839919,,,,CHARITABLE INSTITUTIONS,ANSTETT,JEAN-VIANNE,MANAGER
,,,,,,,,,A POST ALUMINUM FABRICATORS,"METCALFE, BRENT",601 BOWMAN AVE,5,WINNIPEG,R2K 1P7,2046638800,,,335501,,,,ALUMINUM FABRICATORS (MFRS),METCALFE,RANDY,SITE MANAGER
,,,,,,,,,A Q GROUP SOLUTIONS,"LOMOW, LAURA",226 OSBORNE ST N,202,WINNIPEG,R3C 1V4,2049892006,,,628201,,,,RETIREMENT PLANNING SERVICES,LOMOW,DARREN,OWNER
,,,,,,,,,A QUALITY CARPET & UPHOLSTERY,"ZABOROWSKI, SEAN",193 DUMOULIN ST,213,WINNIPEG,R2H 0E4,2049826934,,,721704,,,,CARPET & RUG CLEANERS,ZABOROWSKI,,
,,,,,,,,,A RANDY'S GARAGE DOOR SVC,"CRUICKSHANKS, RANDY",7 ATKINSON RD,,WINNIPEG,R3R 1Y6,2047820110,,,521101,,,,DOORS-GARAGE,CRUICKSHANKS,KEN,OWNER
,,,,,,,,,A RENOVATION BY TRADITION,"HEIBERT, NEIL",99 SCURFIELD BLVD,149,WINNIPEG,R3Y 1Y1,2046128258,,,152117,,,,KITCHEN REMODELING & PLANNING SVC,HEIBERT,NORMA,MANAGER
,,,,,,,,,A ROYAL LIMOUSINE SVC,"BRAR, AMARDEEP",92 KENVILLE CRES,,WINNIPEG,R2P 0X7,2042271509,,,411903,,,,LIMOUSINE SERVICE,BRAR,D,MANAGER
,,,,,,,,,A S STYLE HUB,"DHALLA, SUMANPREET",2981 PEMBINA HWY,,WINNIPEG,R3T 2H5,2042192039,,,562105,,,,BOUTIQUE ITEMS-RETAIL,DHALLA,DOUG,PRESIDENT
,,,,,,,,,A SARNA ROOFING INC,"SARNA, PATRICK",524 FLEET AVE,,WINNIPEG,R3L 0S2,2042227663,,,176109,,,,ROOFING CONTRACTORS,SARNA,HARRY,OWNER
,,,,,,,,,A SHELL FINANCIAL SVC,"SHELL, AL",452 BROCK ST,,WINNIPEG,R3N 0Z1,2044895393,,,628205,,,,FINANCIAL PLANNING CONSULTANTS,SHELL,JOANNE,OWNER
,,,,YES,,,,,A STEWART REPAIR,,1525 1ST STREET N.,"BRANDON, MB R0K 1X0",BRANDON,R0K 1X0,(204)365-0086,5350,,,,,,,,,
,,,,,,,,,A T S RETAIL SOLUTIONS,,1725 ST JAMES ST,12,WINNIPEG,R3H 1H3,2047868891,,,421304,,,,TRUCKING,,,
,,,,,,,,,A TOUCH OF GRASS,"PRITCHARD, JEFF",1139 SANFORD ST,,WINNIPEG,R3E 3A1,2047861468,,,72104,,,,WEED CONTROL SERVICE,PRITCHARD,JAMES,OWNER
,,,,,,,,,A TOUCH OF GREY,"TCHMAN, THERESA",133 NIAKWA RD,106,WINNIPEG,R2M 5J5,2042567448,,,723106,,,,BEAUTY SALONS,TCHMAN,BRIAN,OWNER
,,,,,,,,,A UNIQUE SOUND,"DE'ATHE, RODNEY",625 20TH ST,,BRANDON,R7B 1M2,2047275039,,,792911,,,,MUSIC RECORDED DANCE,DE'ATHE,ALLISON,OWNER
,,,,,,,,,A V ELECTRONICS,"COOK, RANDY",222 SASKATCHEWAN AVE W,,PORTAGE-LA-PR,R1N 0M2,2042394020,,,573107,,,,SATELLITE EQUIPMENT & SYSTEMS-RETAIL,COOK,JOHN,OWNER
,,,,,,,,,A VOTRE SANTE,"SABOURIN, MARIE CLAIR",914 CORYDON AVE,,WINNIPEG,R3M 0Y5,2044757683,,,729917,,,,MASSAGE THERAPISTS,SABOURIN,MARLA,OWNER
,,,,,,,,,A VOYAGE FUNERAL HOME & CRMTRM,"VOGIATZAKIS, MICHAEL",18 MAIN ST,,SELKIRK,R1A 1P5,2047851575,,,726103,,,,FUNERAL DIRECTORS,VOGIATZAKIS,IKE,PRINCIPAL
,,,,,,,,,A W D SPECIALISTS,,316 ST MARY'S RD,,WINNIPEG,R2H 1J8,2042752897,,,521107,,,,WINDOWS,,,
,,,,,,,,,A WILSON AUTOBODY,"WILSON, ALAN",710 7TH AVE,,VIRDEN,R0M 2C0,2047486262,,,753201,,,,AUTOMOBILE BODY-REPAIRING & PAINTING,WILSON,JEFF,
,,,,,,,,,A WINNIPEG TOWING SVC,"WINTERS, BRYAN",24 SHERWOOD PL,,WINNIPEG,R2M 0M4,2047916500,,,754901,,,,WRECKER SERVICE,WINTERS,MAUREEN,
,,,,,,,,,A WOOD FLOOR BY THE WOODS BROS,"WOOD, JEFF",134 LANSDOWNE AVE,,WINNIPEG,R2W 0G4,2042291524,,,242604,,,,HARDWOOD FLOORING (MFRS),WOOD,TOM,
,,,,,,,,,A ZAID CONCRETE,"RIEMER, JACK",7 REGIS DR,,WINNIPEG,R2N 1J9,2047813278,,,177105,,,,CONCRETE CONTRACTORS,RIEMER,PETER,OWNER
,,,,no,,,,,A&W CANADA,GRAHAM MC FARLAND,238 MAIN ST,,SELKIRK,R1A 1S2,2044825417,,,734201,13,,1,PEST CONTROL,,A,2
,,,,no,,,,,A&W CANADA,DAN VAN ACHT,23022 PTH 44,,LOCKPORT,R1B 1A1,2047572704,,,449306,13,,1,MARINAS,,A,2
,,,,no,,,,,A&W CANADA,LARRY GERAGHTY,1639 REGENT AVE W,3220,WINNIPEG,R2C 4H9,2046688303,,,799201,11,,9,GOLF COURSES,,I,2
,,,,no,,,,,A&W CANADA,JASON LEMKY,1403 HENDERSON HWY,,WINNIPEG,R2G 1N3,2043385023,,,142901,11,,9,STONE-NATURAL,,A,2
,,,,no,,,,,A&W CANADA,SJAAN PROTULIPAC,1078 ST MARY'S RD,,WINNIPEG,R2M 3T3,2042536728,,,541105,11,,9,GROCERS-RETAIL,,B,2
,,,,no,,,,,A&W CANADA,BRYAN DEIBERT,817 KEEWATIN ST,,WINNIPEG,R2X 3B9,2046972033,,,19101,11,,9,MUSHROOMS,,A,2
,,,,no,,,,,A&W CANADA,CRAIG FAULKNER,1520 PORTAGE AVE,,WINNIPEG,R3G 0W8,2047743275,,,521124,11,,9,TRUSSES-CONSTRUCTION WHLS & MFRS,,A,2
,,,,no,,,,,A&W CANADA,KEITH EARLE,3095 PORTAGE AVE,,WINNIPEG,R3K 0W4,2048857633,,,602101,11,,9,BANKS,,B,2
,,,,no,,,,,A&W CANADA,BLAIN PAULL,1875 PEMBINA HWY,,WINNIPEG,R3T 2G7,2042695706,,,174205,11,,9,INSULATION CONTRACTORS-COLD & HEAT,,A,2
,,,,no,,,,,A&W CANADA,STEVE HOLLINS,920 MAIN ST,,WINKLER,R6W 4A7,2043255332,,,546105,3,,1,DOUGHNUTS,,A,2
,,,end 2007,NO,,,,,A&W CANADA,DAVID MILL,1847 QUEENS AVE,4,BRANDON,R7B 3V4,2047273793,5421,,508310,7,,5,FARM EQUIPMENT (WHLS),,A,MANAGER
,,,end 2002,NO,,,,,A&W CANADA,DAVID MILLS,1550 AV HIGHLAND,,BRANDON,R7C 1A7,2047290811,184,,421304,7,,5,TRUCKING,,A,PRINCIPAL
,,,,YES,,,,,A&W CANADA,"HO, TAMMY",360 FRONTAGE RD W,,VIRDEN,R0M 2C0,2047482008,1955,,581206,,,,FOODS-CARRY OUT,HO,RONALD G,OWNER
,,,,yes,,,,,A&W CANADA,GUS MAKRIGIANNIS,393 PORTAGE AVE,170,WINNIPEG,R3B 3H6,2049472102,75,,754201,11,,9,CAR WASHING & POLISHING,,B,OWNER
,,,,yes,,,,,A&W CANADA,KEN PENNER,35 BRANDT ST,,STEINBACH,R5G 0T4,2043269818,6693,,344106,2,,1,STEEL-STRUCTURAL (MFRS),,A,OWNER
,,,,,,,,,A&W CANADA,"MILLER, DAVE",510 PELLY AVE S,,RUSSELL,R0J 1W0,2047732001,,,581206,,,,FOODS-CARRY OUT,MILLER,BRUNO,OWNER
,,,,,,,,,A&W CANADA,"BLACK, JOSH",40 24TH ST NW,,PORTAGE-LA-PR,R1N 0G5,2048578336,,,581206,,,,FOODS-CARRY OUT,BLACK,REBECCA,OWNER
,,,,,,,,,A&W CANADA,"DOHERTY, RICHARD",1555 REGENT AVE W,,WINNIPEG,R2C 4J2,2046637974,,,581206,,,,FOODS-CARRY OUT,DOHERTY,EDWARD,SITE MANAGER
,,,,,,,,,A&W CANADA,"FULLER, KIRK",107 VERMILLION RD,10,WINNIPEG,R2J 4A9,2042552176,,,581206,,,,FOODS-CARRY OUT,FULLER,ALI,OWNER
,,,,,,,,,A&W CANADA,"RIVERA, EDEN",1225 ST MARY'S RD,72,WINNIPEG,R2M 5E5,2042559338,,,581206,,,,FOODS-CARRY OUT,RIVERA,JANET,OWNER
,,,,,,,,,A&W CANADA,,2230 MCPHILLIPS ST,12,WINNIPEG,R2V 3C8,2046978180,,,581206,,,,FOODS-CARRY OUT,,,
,,,,,,,,,A&W CANADA,"GREWEL, KARAMJIT",2585 MAIN ST,,WINNIPEG,R2V 4W3,2043382503,,,581206,,,,FOODS-CARRY OUT,GREWEL,DALE,MANAGER
,,,,,,,,,A&W CANADA,"FOULGER, RACHEL",2607 PORTAGE AVE,,WINNIPEG,R3J 0P6,2048310020,,,581206,,,,FOODS-CARRY OUT,FOULGER,JOSIE,MANAGER
,,,,,,,,,A&W CANADA,"PROTULIPAC, MIKE",52 OSBORNE ST,,WINNIPEG,R3L 1Y3,2044523219,,,581206,,,,FOODS-CARRY OUT,PROTULIPAC,STACIE,MANAGER
,,,,,,,,,A&W CANADA,"BARRELLI, JOHN",1120 GRANT AVE,380,WINNIPEG,R3M 2A6,2044756578,,,581206,,,,FOODS-CARRY OUT,BARRELLI,KEN,MANAGER
,,,,,,,,,A&W CANADA,,1 LOWSON CRES,,WINNIPEG,R3P 0T3,2044880588,,,581206,,,,FOODS-CARRY OUT,,,
,,,,,,,,,A&W CANADA,"PAULL, BLAIN",1875 PEMBINA HWY,,WINNIPEG,R3T 2G7,2042695706,,,581206,,,,FOODS-CARRY OUT,PAULL,LORNE H,OWNER
,,,,,,,,,A&W CANADA,,2012 PEMBINA HWY,,WINNIPEG,R3T 2G8,2042753456,,,581206,,,,FOODS-CARRY OUT,,,
,,,,,,,,,A&W CANADA,"BORELLI, JOHN",867 WAVERLEY ST,,WINNIPEG,R3T 5P4,2044870381,,,581206,,,,FOODS-CARRY OUT,BORELLI,GORDON,OWNER
,,,,,,,,,A&W CANADA,"HOLLINS, STEVE",925 MAIN ST,,WINKLER,R6W 4A7,2043255332,,,581206,,,,FOODS-CARRY OUT,HOLLINS,DAN,MANAGER
,,,,,,,,,A&W CANADA,"MILL, DAVID",1260 18TH ST,,BRANDON,R7A 5C3,2047273793,,,581206,,,,FOODS-CARRY OUT,MILL,SHANNON,PARTNER
,,,,,,,,,A&W CANADA,"CROOKS, JEFF",1570 18TH ST,,BRANDON,R7A 5C5,2045713167,,,581206,,,,FOODS-CARRY OUT,CROOKS,NEIL,OWNER
,,,,,,,,,A&W CANADA,"MILLS, DAVID",1550 HIGHLAND AVE,,BRANDON,R7C 1A7,2047290811,,,581206,,,,FOODS-CARRY OUT,MILLS,ERIC,MANAGER
,,,,,,,,,A&W FLOORING INC,"MALITSKY, WALTER",165 RIVER EDGE DR,,WEST ST PAUL,R4A 1C5,2042275221,,,242604,,,,HARDWOOD FLOORING (MFRS),MALITSKY,JOHN,MANAGER
,,,,YES,,,,,A.CAPLAN M.D,,139 CARMEN AVENUE,"WINNIPEG, MB R2L 0E5",WINNIPEG,R2L 0E5,(204)661-3885,2544,,,,,,,,,
,,,,YES ,,,,,A.D. VENTURES,,87 MAIN STREET,"LANDMARK, MB R0A 0X0",LANDMARK,R0A 0X0,(204)355-9220,8113,,,,,,,,,
,,,,NO,,,,,A.G.'S MOTORSPORTS CENTRAL,,11 PTH 12,"STEINBACH, MB R5G 1T1",STEINBACH,R5G 1T1,(204)346-7788,365,,,,,,,,,2
,,,END 2006,NO,,,,,A.J. WATSON & SON LTD,,,,RATHWELL,,,543,,,,,,,,,
